Date,Région,Profil_consommateur,Nb points soutirage,Total énergie soutirée (Wh),Jour max du mois (0/1),Semaine max du mois (0/1),Moyenne_consommation,Mois,Jour,Année
2020-01-16,Hauts-de-France,RES3,16483.0,530594030.0,0.0,0.0,32190.379785233272,1,16,2020
2020-01-16,Hauts-de-France,RES4,30648.0,683514097.0,0.0,0.0,22302.078341164182,1,16,2020
2020-01-17,Centre-Val de Loire,RES1 (+ RES1WE),470677.0,3297580803.0,0.0,0.0,7006.03769251525,1,17,2020
2020-01-17,Centre-Val de Loire,RES11 (+ RES11WE),122541.0,2429672564.0,0.0,0.0,19827.42562897316,1,17,2020
2020-01-17,Centre-Val de Loire,RES2 (+ RES5),607768.0,17125338200.0,0.0,0.0,28177.42658382804,1,17,2020
2020-01-17,Centre-Val de Loire,RES2WE,8031.0,227551722.0,0.0,0.0,28334.17033993276,1,17,2020
2020-01-17,Centre-Val de Loire,RES3,10158.0,277908876.0,0.0,0.0,27358.621382161844,1,17,2020
2020-01-17,Centre-Val de Loire,RES4,23268.0,471458795.0,0.0,0.0,20262.11083892041,1,17,2020
2020-01-17,Hauts-de-France,RES1 (+ RES1WE),1207340.0,9158033998.0,0.0,0.0,7585.298257326022,1,17,2020
2020-01-17,Hauts-de-France,RES11 (+ RES11WE),151239.0,2970706339.0,0.0,0.0,19642.462188985646,1,17,2020
2020-01-17,Hauts-de-France,RES2 (+ RES5),1191424.3333333333,29126368593.0,0.0,0.0,24446.67930485444,1,17,2020
2020-01-17,Hauts-de-France,RES2WE,17973.0,416180585.0,0.0,0.0,23155.877427251988,1,17,2020
2020-01-17,Hauts-de-France,RES3,16480.0,485580524.0,0.0,0.0,29464.837621359224,1,17,2020
2020-01-17,Hauts-de-France,RES4,30643.0,696033073.0,0.0,0.0,22714.260124661425,1,17,2020
2020-01-18,Centre-Val de Loire,RES1 (+ RES1WE),470637.0,3571674453.0,0.0,0.0,7589.02180024095,1,18,2020
2020-01-18,Centre-Val de Loire,RES11 (+ RES11WE),122543.0,2708932421.0,0.0,0.0,22105.974400822568,1,18,2020
2020-01-18,Centre-Val de Loire,RES2 (+ RES5),607738.0,19359165717.0,0.0,0.0,31854.45984453828,1,18,2020
2020-01-18,Centre-Val de Loire,RES2WE,8042.0,276934928.0,0.0,0.0,34436.076597861225,1,18,2020
2020-01-18,Centre-Val de Loire,RES3,10157.0,288008823.0,0.0,0.0,28355.697843851533,1,18,2020
2020-01-18,Centre-Val de Loire,RES4,23267.0,545253825.0,0.0,0.0,23434.642411999823,1,18,2020
2020-01-18,Hauts-de-France,RES1 (+ RES1WE),1207287.0,9922014403.0,0.0,0.0,8218.438865820637,1,18,2020
2020-01-18,Hauts-de-France,RES11 (+ RES11WE),151247.0,3312387839.0,0.0,0.0,21900.5192764154,1,18,2020
2020-01-18,Hauts-de-France,RES2 (+ RES5),1191411.9166666667,32937024256.0,0.0,0.0,27645.370837108323,1,18,2020
2020-01-18,Hauts-de-France,RES2WE,17982.0,517277899.0,0.0,0.0,28766.427483038595,1,18,2020
2020-01-18,Hauts-de-France,RES3,16480.0,509069434.0,0.0,0.0,30890.135558252427,1,18,2020
2020-01-18,Hauts-de-France,RES4,30640.0,805715328.0,0.0,0.0,26296.192167101828,1,18,2020
2020-01-19,Centre-Val de Loire,RES1 (+ RES1WE),470617.0,3807886212.0,0.0,0.0,8091.263622011104,1,19,2020
2020-01-19,Centre-Val de Loire,RES11 (+ RES11WE),122547.0,2945805762.0,0.0,0.0,24038.171166980832,1,19,2020
2020-01-19,Centre-Val de Loire,RES2 (+ RES5),607722.1666666666,21440712706.0,0.0,0.0,35280.45195981827,1,19,2020
2020-01-19,Centre-Val de Loire,RES2WE,8042.0,285227602.0,0.0,0.0,35467.24720218851,1,19,2020
2020-01-19,Centre-Val de Loire,RES3,10157.0,404346681.0,0.0,0.0,39809.656493058974,1,19,2020
2020-01-19,Centre-Val de Loire,RES4,23265.0,618899668.0,0.0,0.0,26602.177863743826,1,19,2020
2020-01-19,Hauts-de-France,RES1 (+ RES1WE),1207227.9583333333,10578071311.0,0.0,0.0,8762.281587318275,1,19,2020
2020-01-19,Hauts-de-France,RES11 (+ RES11WE),151243.0,3604497984.0,0.0,0.0,23832.494621238668,1,19,2020
